model,condition,temperature,test,category,ctype,sd
Haiku,c2_trust,1,mistranslation (EN→ES),fluency,judgment,0.30779350562554625
Haiku,c2_trust,1,mistranslation (EN→ES),focus,judgment,0.0
Haiku,c2_trust,1,mistranslation (EN→ES),function_words,judgment,0.0
Haiku,c2_trust,1,mistranslation (EN→ES),grammar,procedural,0.0
Haiku,c2_trust,1,mistranslation (EN→ES),locale_conventions,procedural,0.0
Haiku,c2_trust,1,mistranslation (EN→ES),logical_operations,procedural,0.0
Haiku,c2_trust,1,mistranslation (EN→ES),mistranslation,judgment,1.3088765773505315
Haiku,c2_trust,1,mistranslation (EN→ES),omission,judgment,1.0990426455975695
Haiku,c2_trust,1,mistranslation (EN→ES),redundancy,judgment,0.0
Haiku,c2_trust,1,mistranslation (EN→ES),referential_clarity,judgment,0.0
Haiku,c2_trust,1,mistranslation (EN→ES),spelling_punctuation,procedural,0.0
Haiku,c2_trust,1,mistranslation (EN→ES),terminology,judgment,0.0
Haiku,c2_trust,1,mistranslation (EN→ES),untranslated,judgment,0.0
Haiku,c2_trust,1,omission (EN→EL),abstraction,judgment,0.0
Haiku,c2_trust,1,omission (EN→EL),addition,judgment,0.0
Haiku,c2_trust,1,omission (EN→EL),do_not_translate,procedural,0.0
Haiku,c2_trust,1,omission (EN→EL),fluency,judgment,0.8127277008872489
Haiku,c2_trust,1,omission (EN→EL),focus,judgment,0.0
Haiku,c2_trust,1,omission (EN→EL),function_words,judgment,0.22360679774997902
Haiku,c2_trust,1,omission (EN→EL),grammar,procedural,0.0
Haiku,c2_trust,1,omission (EN→EL),locale_conventions,procedural,0.0
Haiku,c2_trust,1,omission (EN→EL),logical_operations,procedural,0.0
Haiku,c2_trust,1,omission (EN→EL),mistranslation,judgment,0.0
Haiku,c2_trust,1,omission (EN→EL),omission,judgment,0.3077935056255462
Haiku,c2_trust,1,omission (EN→EL),redundancy,judgment,0.0
Haiku,c2_trust,1,omission (EN→EL),referential_clarity,judgment,0.0
Haiku,c2_trust,1,omission (EN→EL),spelling_punctuation,procedural,0.3077935056255463
Haiku,c2_trust,1,omission (EN→EL),terminology,judgment,0.0
Haiku,c2_trust,1,omission (EN→EL),untranslated,judgment,0.0
Haiku,c2_trust,1,omission (EN→ES),abstraction,judgment,0.0
Haiku,c2_trust,1,omission (EN→ES),addition,judgment,0.0
Haiku,c2_trust,1,omission (EN→ES),do_not_translate,procedural,0.0
Haiku,c2_trust,1,omission (EN→ES),fluency,judgment,0.0
Haiku,c2_trust,1,omission (EN→ES),focus,judgment,0.0
Haiku,c2_trust,1,omission (EN→ES),function_words,judgment,0.0
Haiku,c2_trust,1,omission (EN→ES),grammar,procedural,0.0
Haiku,c2_trust,1,omission (EN→ES),locale_conventions,procedural,0.0
Haiku,c2_trust,1,omission (EN→ES),logical_operations,procedural,0.0
Haiku,c2_trust,1,omission (EN→ES),mistranslation,judgment,0.0
Haiku,c2_trust,1,omission (EN→ES),omission,judgment,0.3077935056255462
Haiku,c2_trust,1,omission (EN→ES),redundancy,judgment,0.0
Haiku,c2_trust,1,omission (EN→ES),referential_clarity,judgment,0.0
Haiku,c2_trust,1,omission (EN→ES),spelling_punctuation,procedural,0.0
Haiku,c2_trust,1,omission (EN→ES),terminology,judgment,0.0
Haiku,c2_trust,1,omission (EN→ES),untranslated,judgment,0.0
Haiku,c2_trust,1,redundancy (EN→ES),abstraction,judgment,0.0
Haiku,c2_trust,1,redundancy (EN→ES),addition,judgment,1.105012502906165
Haiku,c2_trust,1,redundancy (EN→ES),do_not_translate,procedural,0.0
Haiku,c2_trust,1,redundancy (EN→ES),fluency,judgment,0.5026246899500346
Haiku,c2_trust,1,redundancy (EN→ES),focus,judgment,0.0
Haiku,c2_trust,1,redundancy (EN→ES),function_words,judgment,0.0
Haiku,c2_trust,1,redundancy (EN→ES),grammar,procedural,0.0
Haiku,c2_trust,1,redundancy (EN→ES),locale_conventions,procedural,0.0
Haiku,c2_trust,1,redundancy (EN→ES),logical_operations,procedural,0.0
Haiku,c2_trust,1,redundancy (EN→ES),mistranslation,judgment,0.0
Haiku,c2_trust,1,redundancy (EN→ES),omission,judgment,0.0
Haiku,c2_trust,1,redundancy (EN→ES),redundancy,judgment,0.3244428422615251
Haiku,c2_trust,1,redundancy (EN→ES),referential_clarity,judgment,0.0
Haiku,c2_trust,1,redundancy (EN→ES),spelling_punctuation,procedural,0.0
Haiku,c2_trust,1,redundancy (EN→ES),terminology,judgment,0.0
Haiku,c2_trust,1,redundancy (EN→ES),untranslated,judgment,0.0
Haiku,c2_trust,1,ref_clarity (EN→EL),abstraction,judgment,0.0
Haiku,c2_trust,1,ref_clarity (EN→EL),addition,judgment,0.0
Haiku,c2_trust,1,ref_clarity (EN→EL),do_not_translate,procedural,0.0
Haiku,c2_trust,1,ref_clarity (EN→EL),fluency,judgment,0.41039134083406165
Haiku,c2_trust,1,ref_clarity (EN→EL),focus,judgment,0.0
Haiku,c2_trust,1,ref_clarity (EN→EL),function_words,judgment,0.0
Haiku,c2_trust,1,ref_clarity (EN→EL),grammar,procedural,0.0
Haiku,c2_trust,1,ref_clarity (EN→EL),locale_conventions,procedural,0.0
Haiku,c2_trust,1,ref_clarity (EN→EL),logical_operations,procedural,0.0
Haiku,c2_trust,1,ref_clarity (EN→EL),mistranslation,judgment,0.44426165831931913
Haiku,c2_trust,1,ref_clarity (EN→EL),omission,judgment,0.0
Haiku,c2_trust,1,ref_clarity (EN→EL),redundancy,judgment,0.0
Haiku,c2_trust,1,ref_clarity (EN→EL),referential_clarity,judgment,1.0310954828418373
Haiku,c2_trust,1,ref_clarity (EN→EL),spelling_punctuation,procedural,0.0
Haiku,c2_trust,1,ref_clarity (EN→EL),terminology,judgment,0.0
Haiku,c2_trust,1,ref_clarity (EN→EL),untranslated,judgment,0.0
Haiku,c2_trust,1,ref_clarity (EN→ES),abstraction,judgment,0.0
Haiku,c2_trust,1,ref_clarity (EN→ES),addition,judgment,0.0
Haiku,c2_trust,1,ref_clarity (EN→ES),do_not_translate,procedural,0.0
Haiku,c2_trust,1,ref_clarity (EN→ES),fluency,judgment,0.0
Haiku,c2_trust,1,ref_clarity (EN→ES),focus,judgment,0.0
Haiku,c2_trust,1,ref_clarity (EN→ES),function_words,judgment,0.0
Haiku,c2_trust,1,ref_clarity (EN→ES),grammar,procedural,0.0
Haiku,c2_trust,1,ref_clarity (EN→ES),locale_conventions,procedural,0.0
Haiku,c2_trust,1,ref_clarity (EN→ES),logical_operations,procedural,0.0
Haiku,c2_trust,1,ref_clarity (EN→ES),mistranslation,judgment,0.48936048492959267
Haiku,c2_trust,1,ref_clarity (EN→ES),omission,judgment,0.0
Haiku,c2_trust,1,ref_clarity (EN→ES),redundancy,judgment,0.0
Haiku,c2_trust,1,ref_clarity (EN→ES),referential_clarity,judgment,0.4893604849295929
Haiku,c2_trust,1,ref_clarity (EN→ES),spelling_punctuation,procedural,0.0
Haiku,c2_trust,1,ref_clarity (EN→ES),terminology,judgment,0.0
Haiku,c2_trust,1,ref_clarity (EN→ES),untranslated,judgment,0.0
Haiku,c2_trust,1,untranslated (EN→ES),abstraction,judgment,0.0
Haiku,c2_trust,1,untranslated (EN→ES),addition,judgment,0.0
Haiku,c2_trust,1,untranslated (EN→ES),do_not_translate,procedural,0.0
Haiku,c2_trust,1,untranslated (EN→ES),fluency,judgment,0.41039134083406176
Haiku,c2_trust,1,untranslated (EN→ES),focus,judgment,0.0
Haiku,c2_trust,1,untranslated (EN→ES),function_words,judgment,0.0
Haiku,c2_trust,1,untranslated (EN→ES),grammar,procedural,0.0
Haiku,c2_trust,1,untranslated (EN→ES),locale_conventions,procedural,0.0
Haiku,c2_trust,1,untranslated (EN→ES),logical_operations,procedural,0.0
Haiku,c2_trust,1,untranslated (EN→ES),mistranslation,judgment,0.0
Haiku,c2_trust,1,untranslated (EN→ES),omission,judgment,0.0
Haiku,c2_trust,1,untranslated (EN→ES),redundancy,judgment,0.0
Haiku,c2_trust,1,untranslated (EN→ES),referential_clarity,judgment,0.0
Haiku,c2_trust,1,untranslated (EN→ES),spelling_punctuation,procedural,0.0
Haiku,c2_trust,1,untranslated (EN→ES),terminology,judgment,1.2311740225021848
Haiku,c2_trust,1,untranslated (EN→ES),untranslated,judgment,0.3077935056255463
Haiku,c3_authorship,0,abstraction (EN→EL),abstraction,judgment,0.22360679774997894
Haiku,c3_authorship,0,abstraction (EN→EL),addition,judgment,0.0
Haiku,c3_authorship,0,abstraction (EN→EL),do_not_translate,procedural,0.0
Haiku,c3_authorship,0,abstraction (EN→EL),fluency,judgment,0.0
Haiku,c3_authorship,0,abstraction (EN→EL),focus,judgment,0.0
Haiku,c3_authorship,0,abstraction (EN→EL),function_words,judgment,0.0
Haiku,c3_authorship,0,abstraction (EN→EL),grammar,procedural,0.0
Haiku,c3_authorship,0,abstraction (EN→EL),locale_conventions,procedural,0.0
Haiku,c3_authorship,0,abstraction (EN→EL),logical_operations,procedural,0.0
Haiku,c3_authorship,0,abstraction (EN→EL),mistranslation,judgment,0.0
Haiku,c3_authorship,0,abstraction (EN→EL),omission,judgment,0.5104177855340404
Haiku,c3_authorship,0,abstraction (EN→EL),redundancy,judgment,0.0
Haiku,c3_authorship,0,abstraction (EN→EL),referential_clarity,judgment,0.0
Haiku,c3_authorship,0,abstraction (EN→EL),spelling_punctuation,procedural,0.0
Haiku,c3_authorship,0,abstraction (EN→EL),terminology,judgment,0.0
Haiku,c3_authorship,0,abstraction (EN→EL),untranslated,judgment,0.0
Haiku,c3_authorship,0,func_words (EN→ES),abstraction,judgment,0.0
Haiku,c3_authorship,0,func_words (EN→ES),addition,judgment,0.0
Haiku,c3_authorship,0,func_words (EN→ES),do_not_translate,procedural,0.0
Haiku,c3_authorship,0,func_words (EN→ES),fluency,judgment,0.512989176042577
Haiku,c3_authorship,0,func_words (EN→ES),focus,judgment,0.0
Haiku,c3_authorship,0,func_words (EN→ES),function_words,judgment,0.3077935056255462
Haiku,c3_authorship,0,func_words (EN→ES),grammar,procedural,0.5712405705774795
Haiku,c3_authorship,0,func_words (EN→ES),locale_conventions,procedural,0.0
Haiku,c3_authorship,0,func_words (EN→ES),logical_operations,procedural,0.0
Haiku,c3_authorship,0,func_words (EN→ES),mistranslation,judgment,0.0
Haiku,c3_authorship,0,func_words (EN→ES),omission,judgment,0.0
Haiku,c3_authorship,0,func_words (EN→ES),redundancy,judgment,0.0
Haiku,c3_authorship,0,func_words (EN→ES),referential_clarity,judgment,0.0
Haiku,c3_authorship,0,func_words (EN→ES),spelling_punctuation,procedural,0.0
Haiku,c3_authorship,0,func_words (EN→ES),terminology,judgment,0.0
Haiku,c3_authorship,0,func_words (EN→ES),untranslated,judgment,0.0
Haiku,c3_authorship,0,grammar (EN→EL),abstraction,judgment,0.0
Haiku,c3_authorship,0,grammar (EN→EL),addition,judgment,0.0
Haiku,c3_authorship,0,grammar (EN→EL),do_not_translate,procedural,0.0
Haiku,c3_authorship,0,grammar (EN→EL),fluency,judgment,0.0
Haiku,c3_authorship,0,grammar (EN→EL),focus,judgment,0.0
Haiku,c3_authorship,0,grammar (EN→EL),function_words,judgment,0.0
Haiku,c3_authorship,0,grammar (EN→EL),grammar,procedural,0.887041208323017
Haiku,c3_authorship,0,grammar (EN→EL),locale_conventions,procedural,0.0
Haiku,c3_authorship,0,grammar (EN→EL),logical_operations,procedural,0.3077935056255463
Haiku,c3_authorship,0,grammar (EN→EL),mistranslation,judgment,1.1002392084403616
Haiku,c3_authorship,0,grammar (EN→EL),omission,judgment,0.0
Haiku,c3_authorship,0,grammar (EN→EL),redundancy,judgment,0.0
Haiku,c3_authorship,0,grammar (EN→EL),referential_clarity,judgment,0.0
Haiku,c3_authorship,0,grammar (EN→EL),spelling_punctuation,procedural,0.0
Haiku,c3_authorship,0,grammar (EN→EL),terminology,judgment,0.0
Haiku,c3_authorship,0,grammar (EN→EL),untranslated,judgment,0.0
Haiku,c3_authorship,0,locale_conv (EN→EL),abstraction,judgment,0.0
Haiku,c3_authorship,0,locale_conv (EN→EL),addition,judgment,0.0
Haiku,c3_authorship,0,locale_conv (EN→EL),do_not_translate,procedural,0.0
Haiku,c3_authorship,0,locale_conv (EN→EL),fluency,judgment,0.41039134083406176
Haiku,c3_authorship,0,locale_conv (EN→EL),focus,judgment,0.0
Haiku,c3_authorship,0,locale_conv (EN→EL),function_words,judgment,0.0
Haiku,c3_authorship,0,locale_conv (EN→EL),grammar,procedural,0.0
Haiku,c3_authorship,0,locale_conv (EN→EL),locale_conventions,procedural,0.3077935056255462
Haiku,c3_authorship,0,locale_conv (EN→EL),logical_operations,procedural,0.0
Haiku,c3_authorship,0,locale_conv (EN→EL),mistranslation,judgment,0.0
Haiku,c3_authorship,0,locale_conv (EN→EL),omission,judgment,0.0
Haiku,c3_authorship,0,locale_conv (EN→EL),redundancy,judgment,0.0
Haiku,c3_authorship,0,locale_conv (EN→EL),referential_clarity,judgment,0.0
Haiku,c3_authorship,0,locale_conv (EN→EL),spelling_punctuation,procedural,0.3663475485325233
Haiku,c3_authorship,0,locale_conv (EN→EL),terminology,judgment,0.0
Haiku,c3_authorship,0,locale_conv (EN→EL),untranslated,judgment,0.0
Haiku,c3_authorship,0,mistranslation (EN→ES),abstraction,judgment,0.0
Haiku,c3_authorship,0,mistranslation (EN→ES),addition,judgment,1.3088765773505315
Haiku,c3_authorship,0,mistranslation (EN→ES),do_not_translate,procedural,0.0
Haiku,c3_authorship,0,mistranslation (EN→ES),fluency,judgment,0.0
Haiku,c3_authorship,0,mistranslation (EN→ES),focus,judgment,0.0
Haiku,c3_authorship,0,mistranslation (EN→ES),function_words,judgment,0.0
Haiku,c3_authorship,0,mistranslation (EN→ES),grammar,procedural,0.0
Haiku,c3_authorship,0,mistranslation (EN→ES),locale_conventions,procedural,0.0
Haiku,c3_authorship,0,mistranslation (EN→ES),logical_operations,procedural,0.3077935056255463
Haiku,c3_authorship,0,mistranslation (EN→ES),mistranslation,judgment,1.0399898784932577
Haiku,c3_authorship,0,mistranslation (EN→ES),omission,judgment,1.356271980175999
Haiku,c3_authorship,0,mistranslation (EN→ES),redundancy,judgment,0.0
Haiku,c3_authorship,0,mistranslation (EN→ES),referential_clarity,judgment,0.0
Haiku,c3_authorship,0,mistranslation (EN→ES),spelling_punctuation,procedural,0.0
Haiku,c3_authorship,0,mistranslation (EN→ES),terminology,judgment,0.0
Haiku,c3_authorship,0,mistranslation (EN→ES),untranslated,judgment,0.0
Haiku,c3_authorship,0,omission (EN→EL),abstraction,judgment,0.0
Haiku,c3_authorship,0,omission (EN→EL),addition,judgment,0.0
Haiku,c3_authorship,0,omission (EN→EL),do_not_translate,procedural,0.0
Haiku,c3_authorship,0,omission (EN→EL),fluency,judgment,0.223606797749979
Haiku,c3_authorship,0,omission (EN→EL),focus,judgment,0.0
Haiku,c3_authorship,0,omission (EN→EL),function_words,judgment,0.0
Haiku,c3_authorship,0,omission (EN→EL),grammar,procedural,0.0
Haiku,c3_authorship,0,omission (EN→EL),locale_conventions,procedural,0.0
Haiku,c3_authorship,0,omission (EN→EL),logical_operations,procedural,0.0
Haiku,c3_authorship,0,omission (EN→EL),mistranslation,judgment,0.0
Haiku,c3_authorship,0,omission (EN→EL),omission,judgment,0.36634754853252327
Haiku,c3_authorship,0,omission (EN→EL),redundancy,judgment,0.0
Haiku,c3_authorship,0,omission (EN→EL),referential_clarity,judgment,0.0
Haiku,c3_authorship,0,omission (EN→EL),spelling_punctuation,procedural,0.0
Haiku,c3_authorship,0,omission (EN→EL),terminology,judgment,0.0
Haiku,c3_authorship,0,omission (EN→EL),untranslated,judgment,0.0
Haiku,c3_authorship,0,omission (EN→ES),abstraction,judgment,0.0
Haiku,c3_authorship,0,omission (EN→ES),addition,judgment,0.0
Haiku,c3_authorship,0,omission (EN→ES),do_not_translate,procedural,0.0
Haiku,c3_authorship,0,omission (EN→ES),fluency,judgment,0.0
Haiku,c3_authorship,0,omission (EN→ES),focus,judgment,0.0
Haiku,c3_authorship,0,omission (EN→ES),function_words,judgment,0.0
Haiku,c3_authorship,0,omission (EN→ES),grammar,procedural,0.0
Haiku,c3_authorship,0,omission (EN→ES),locale_conventions,procedural,0.0
Haiku,c3_authorship,0,omission (EN→ES),logical_operations,procedural,0.0
Haiku,c3_authorship,0,omission (EN→ES),mistranslation,judgment,0.0
Haiku,c3_authorship,0,omission (EN→ES),omission,judgment,0.36634754853252327
Haiku,c3_authorship,0,omission (EN→ES),redundancy,judgment,0.0
Haiku,c3_authorship,0,omission (EN→ES),referential_clarity,judgment,0.0
Haiku,c3_authorship,0,omission (EN→ES),spelling_punctuation,procedural,0.0
Haiku,c3_authorship,0,omission (EN→ES),terminology,judgment,0.0
Haiku,c3_authorship,0,omission (EN→ES),untranslated,judgment,0.0
Haiku,c3_authorship,0,redundancy (EN→ES),abstraction,judgment,0.0
Haiku,c3_authorship,0,redundancy (EN→ES),addition,judgment,0.638666373658505
Haiku,c3_authorship,0,redundancy (EN→ES),do_not_translate,procedural,0.0
Haiku,c3_authorship,0,redundancy (EN→ES),fluency,judgment,0.6863327411532597
Haiku,c3_authorship,0,redundancy (EN→ES),focus,judgment,0.0
Haiku,c3_authorship,0,redundancy (EN→ES),function_words,judgment,0.0
Haiku,c3_authorship,0,redundancy (EN→ES),grammar,procedural,0.0
Haiku,c3_authorship,0,redundancy (EN→ES),locale_conventions,procedural,0.0
Haiku,c3_authorship,0,redundancy (EN→ES),logical_operations,procedural,0.0
Haiku,c3_authorship,0,redundancy (EN→ES),mistranslation,judgment,0.0
Haiku,c3_authorship,0,redundancy (EN→ES),omission,judgment,0.0
Haiku,c3_authorship,0,redundancy (EN→ES),redundancy,judgment,0.5026246899500346
Haiku,c3_authorship,0,redundancy (EN→ES),referential_clarity,judgment,0.0
Haiku,c3_authorship,0,redundancy (EN→ES),spelling_punctuation,procedural,0.0
Haiku,c3_authorship,0,redundancy (EN→ES),terminology,judgment,0.0
Haiku,c3_authorship,0,redundancy (EN→ES),untranslated,judgment,0.0
Haiku,c3_authorship,0,ref_clarity (EN→EL),abstraction,judgment,0.0
Haiku,c3_authorship,0,ref_clarity (EN→EL),addition,judgment,0.0
Haiku,c3_authorship,0,ref_clarity (EN→EL),do_not_translate,procedural,0.0
Haiku,c3_authorship,0,ref_clarity (EN→EL),fluency,judgment,0.0
Haiku,c3_authorship,0,ref_clarity (EN→EL),focus,judgment,0.0
Haiku,c3_authorship,0,ref_clarity (EN→EL),function_words,judgment,0.0
Haiku,c3_authorship,0,ref_clarity (EN→EL),grammar,procedural,0.0
Haiku,c3_authorship,0,ref_clarity (EN→EL),locale_conventions,procedural,0.0
Haiku,c3_authorship,0,ref_clarity (EN→EL),logical_operations,procedural,0.0
Haiku,c3_authorship,0,ref_clarity (EN→EL),mistranslation,judgment,0.4893604849295928
Haiku,c3_authorship,0,ref_clarity (EN→EL),omission,judgment,0.0
Haiku,c3_authorship,0,ref_clarity (EN→EL),redundancy,judgment,0.0
Haiku,c3_authorship,0,ref_clarity (EN→EL),referential_clarity,judgment,0.9733285267845752
Haiku,c3_authorship,0,ref_clarity (EN→EL),spelling_punctuation,procedural,0.0
Haiku,c3_authorship,0,ref_clarity (EN→EL),terminology,judgment,0.0
Haiku,c3_authorship,0,ref_clarity (EN→EL),untranslated,judgment,0.0
Haiku,c3_authorship,0,ref_clarity (EN→ES),abstraction,judgment,0.0
Haiku,c3_authorship,0,ref_clarity (EN→ES),addition,judgment,0.0
Haiku,c3_authorship,0,ref_clarity (EN→ES),do_not_translate,procedural,0.0
Haiku,c3_authorship,0,ref_clarity (EN→ES),fluency,judgment,0.0
Haiku,c3_authorship,0,ref_clarity (EN→ES),focus,judgment,0.0
Haiku,c3_authorship,0,ref_clarity (EN→ES),function_words,judgment,0.0
Haiku,c3_authorship,0,ref_clarity (EN→ES),grammar,procedural,0.0
Haiku,c3_authorship,0,ref_clarity (EN→ES),locale_conventions,procedural,0.0
Haiku,c3_authorship,0,ref_clarity (EN→ES),logical_operations,procedural,0.0
Haiku,c3_authorship,0,ref_clarity (EN→ES),mistranslation,judgment,0.5982430416161189
Haiku,c3_authorship,0,ref_clarity (EN→ES),omission,judgment,0.0
Haiku,c3_authorship,0,ref_clarity (EN→ES),redundancy,judgment,0.0
Haiku,c3_authorship,0,ref_clarity (EN→ES),referential_clarity,judgment,0.5104177855340402
Haiku,c3_authorship,0,ref_clarity (EN→ES),spelling_punctuation,procedural,0.0
Haiku,c3_authorship,0,ref_clarity (EN→ES),terminology,judgment,0.0
Haiku,c3_authorship,0,ref_clarity (EN→ES),untranslated,judgment,0.0
Haiku,c3_authorship,0,untranslated (EN→ES),abstraction,judgment,0.0
Haiku,c3_authorship,0,untranslated (EN→ES),addition,judgment,0.0
Haiku,c3_authorship,0,untranslated (EN→ES),do_not_translate,procedural,0.0
Haiku,c3_authorship,0,untranslated (EN→ES),fluency,judgment,0.5712405705774793
Haiku,c3_authorship,0,untranslated (EN→ES),focus,judgment,0.0
Haiku,c3_authorship,0,untranslated (EN→ES),function_words,judgment,0.0
Haiku,c3_authorship,0,untranslated (EN→ES),grammar,procedural,0.0
Haiku,c3_authorship,0,untranslated (EN→ES),locale_conventions,procedural,0.0
Haiku,c3_authorship,0,untranslated (EN→ES),logical_operations,procedural,0.0
Haiku,c3_authorship,0,untranslated (EN→ES),mistranslation,judgment,0.0
Haiku,c3_authorship,0,untranslated (EN→ES),omission,judgment,0.0
Haiku,c3_authorship,0,untranslated (EN→ES),redundancy,judgment,0.0
Haiku,c3_authorship,0,untranslated (EN→ES),referential_clarity,judgment,0.0
Haiku,c3_authorship,0,untranslated (EN→ES),spelling_punctuation,procedural,0.223606797749979
Haiku,c3_authorship,0,untranslated (EN→ES),terminology,judgment,0.7326950970650465
Haiku,c3_authorship,0,untranslated (EN→ES),untranslated,judgment,0.0
Haiku,c3_authorship,1,abstraction (EN→EL),abstraction,judgment,0.5104177855340405
Haiku,c3_authorship,1,abstraction (EN→EL),addition,judgment,0.0
Haiku,c3_authorship,1,abstraction (EN→EL),do_not_translate,procedural,0.0
Haiku,c3_authorship,1,abstraction (EN→EL),fluency,judgment,0.0
Haiku,c3_authorship,1,abstraction (EN→EL),focus,judgment,0.0
Haiku,c3_authorship,1,abstraction (EN→EL),function_words,judgment,0.0
Haiku,c3_authorship,1,abstraction (EN→EL),grammar,procedural,0.0
Haiku,c3_authorship,1,abstraction (EN→EL),locale_conventions,procedural,0.0
Haiku,c3_authorship,1,abstraction (EN→EL),logical_operations,procedural,0.0
Haiku,c3_authorship,1,abstraction (EN→EL),mistranslation,judgment,0.0
Haiku,c3_authorship,1,abstraction (EN→EL),omission,judgment,0.6708203932499369
Haiku,c3_authorship,1,abstraction (EN→EL),redundancy,judgment,0.0
Haiku,c3_authorship,1,abstraction (EN→EL),referential_clarity,judgment,0.0
Haiku,c3_authorship,1,abstraction (EN→EL),spelling_punctuation,procedural,0.0
Haiku,c3_authorship,1,abstraction (EN→EL),terminology,judgment,0.0
Haiku,c3_authorship,1,abstraction (EN→EL),untranslated,judgment,0.0
Haiku,c3_authorship,1,func_words (EN→ES),abstraction,judgment,0.0
Haiku,c3_authorship,1,func_words (EN→ES),addition,judgment,0.0
Haiku,c3_authorship,1,func_words (EN→ES),do_not_translate,procedural,0.0
Haiku,c3_authorship,1,func_words (EN→ES),fluency,judgment,0.5026246899500346
Haiku,c3_authorship,1,func_words (EN→ES),focus,judgment,0.0
Haiku,c3_authorship,1,func_words (EN→ES),function_words,judgment,0.4472135954999581
Haiku,c3_authorship,1,func_words (EN→ES),grammar,procedural,0.48936048492959283
Haiku,c3_authorship,1,func_words (EN→ES),locale_conventions,procedural,0.0
Haiku,c3_authorship,1,func_words (EN→ES),logical_operations,procedural,0.0
Haiku,c3_authorship,1,func_words (EN→ES),mistranslation,judgment,0.0
Haiku,c3_authorship,1,func_words (EN→ES),omission,judgment,0.0
Haiku,c3_authorship,1,func_words (EN→ES),redundancy,judgment,0.0
Haiku,c3_authorship,1,func_words (EN→ES),referential_clarity,judgment,0.0
Haiku,c3_authorship,1,func_words (EN→ES),spelling_punctuation,procedural,0.0
Haiku,c3_authorship,1,func_words (EN→ES),terminology,judgment,0.0
Haiku,c3_authorship,1,func_words (EN→ES),untranslated,judgment,0.0
Haiku,c3_authorship,1,grammar (EN→EL),abstraction,judgment,0.0
Haiku,c3_authorship,1,grammar (EN→EL),addition,judgment,0.0
Haiku,c3_authorship,1,grammar (EN→EL),do_not_translate,procedural,0.0
Haiku,c3_authorship,1,grammar (EN→EL),fluency,judgment,0.5501196042201808
Haiku,c3_authorship,1,grammar (EN→EL),focus,judgment,0.0
Haiku,c3_authorship,1,grammar (EN→EL),function_words,judgment,0.0
Haiku,c3_authorship,1,grammar (EN→EL),grammar,procedural,0.9119095061289915
Haiku,c3_authorship,1,grammar (EN→EL),locale_conventions,procedural,0.0
Haiku,c3_authorship,1,grammar (EN→EL),logical_operations,procedural,0.6708203932499369
Haiku,c3_authorship,1,grammar (EN→EL),mistranslation,judgment,1.4509525002200232
Haiku,c3_authorship,1,grammar (EN→EL),omission,judgment,0.0
Haiku,c3_authorship,1,grammar (EN→EL),redundancy,judgment,0.0
Haiku,c3_authorship,1,grammar (EN→EL),referential_clarity,judgment,0.0
Haiku,c3_authorship,1,grammar (EN→EL),spelling_punctuation,procedural,0.0
Haiku,c3_authorship,1,grammar (EN→EL),terminology,judgment,0.0
Haiku,c3_authorship,1,grammar (EN→EL),untranslated,judgment,0.0
Haiku,c3_authorship,1,locale_conv (EN→EL),abstraction,judgment,0.0
Haiku,c3_authorship,1,locale_conv (EN→EL),addition,judgment,0.0
Haiku,c3_authorship,1,locale_conv (EN→EL),do_not_translate,procedural,0.0
Haiku,c3_authorship,1,locale_conv (EN→EL),fluency,judgment,0.4103913408340616
Haiku,c3_authorship,1,locale_conv (EN→EL),focus,judgment,0.0
Haiku,c3_authorship,1,locale_conv (EN→EL),function_words,judgment,0.0
Haiku,c3_authorship,1,locale_conv (EN→EL),grammar,procedural,0.0
Haiku,c3_authorship,1,locale_conv (EN→EL),locale_conventions,procedural,0.3663475485325232
Haiku,c3_authorship,1,locale_conv (EN→EL),logical_operations,procedural,0.0
Haiku,c3_authorship,1,locale_conv (EN→EL),mistranslation,judgment,0.0
Haiku,c3_authorship,1,locale_conv (EN→EL),omission,judgment,0.0
Haiku,c3_authorship,1,locale_conv (EN→EL),redundancy,judgment,0.0
Haiku,c3_authorship,1,locale_conv (EN→EL),referential_clarity,judgment,0.0
Haiku,c3_authorship,1,locale_conv (EN→EL),spelling_punctuation,procedural,0.0
Haiku,c3_authorship,1,locale_conv (EN→EL),terminology,judgment,0.0
Haiku,c3_authorship,1,locale_conv (EN→EL),untranslated,judgment,0.0
Haiku,c3_authorship,1,mistranslation (EN→ES),abstraction,judgment,0.0
Haiku,c3_authorship,1,mistranslation (EN→ES),addition,judgment,1.0990426455975697
Haiku,c3_authorship,1,mistranslation (EN→ES),do_not_translate,procedural,0.0
Haiku,c3_authorship,1,mistranslation (EN→ES),fluency,judgment,0.0
Haiku,c3_authorship,1,mistranslation (EN→ES),focus,judgment,0.0
Haiku,c3_authorship,1,mistranslation (EN→ES),function_words,judgment,0.0
Haiku,c3_authorship,1,mistranslation (EN→ES),grammar,procedural,0.0
Haiku,c3_authorship,1,mistranslation (EN→ES),locale_conventions,procedural,0.0
Haiku,c3_authorship,1,mistranslation (EN→ES),logical_operations,procedural,0.0
Haiku,c3_authorship,1,mistranslation (EN→ES),mistranslation,judgment,1.3562719801759993
Haiku,c3_authorship,1,mistranslation (EN→ES),omission,judgment,0.812727700887249
Haiku,c3_authorship,1,mistranslation (EN→ES),redundancy,judgment,0.0
